Date,Store ID,Product ID,Category,Inventory Level,Units Sold,Units Ordered,Price,Seasonality
03-01-2022,S001,P0004,Electronics,239,214,51,10.19,Winter
03-01-2022,S001,P0005,Groceries,368,165,56,95.54,Spring
03-01-2022,S001,P0006,Furniture,57,9,40,57.65,Summer
03-01-2022,S001,P0007,Clothing,460,140,70,87.85,Winter
03-01-2022,S001,P0008,Groceries,214,177,150,53.94,Autumn
03-01-2022,S001,P0009,Groceries,407,217,55,61.42,Winter
03-01-2022,S001,P0010,Electronics,51,47,155,99.14,Autumn
03-01-2022,S001,P0011,Groceries,252,3,98,60.52,Autumn
03-01-2022,S001,P0012,Clothing,72,2,62,86.93,Summer
03-01-2022,S001,P0013,Clothing,194,18,120,83.11,Summer
03-01-2022,S001,P0014,Toys,302,242,145,32.28,Winter
03-01-2022,S001,P0015,Toys,330,228,157,52.17,Summer
03-01-2022,S001,P0016,Clothing,148,31,160,93.61,Spring
03-01-2022,S001,P0017,Clothing,315,16,197,98.25,Spring
03-01-2022,S001,P0018,Furniture,97,20,147,78.53,Autumn
03-01-2022,S001,P0019,Furniture,240,193,171,56.91,Spring
03-01-2022,S001,P0020,Toys,178,118,162,35.32,Summer
03-01-2022,S002,P0001,Toys,405,96,171,48.08,Autumn
03-01-2022,S002,P0002,Electronics,200,48,47,46.95,Summer
03-01-2022,S002,P0003,Furniture,327,130,166,94.45,Winter
03-01-2022,S002,P0004,Groceries,409,11,48,27.28,Autumn
03-01-2022,S002,P0005,Groceries,327,313,194,29.74,Winter
03-01-2022,S002,P0006,Furniture,388,352,199,27.64,Summer
03-01-2022,S002,P0007,Toys,483,265,108,60.54,Autumn
03-01-2022,S002,P0008,Furniture,70,11,137,58.55,Summer
03-01-2022,S002,P0009,Groceries,288,191,29,58.59,Summer
03-01-2022,S002,P0010,Electronics,270,185,150,95.48,Winter
03-01-2022,S002,P0011,Clothing,217,143,66,37.81,Autumn
03-01-2022,S002,P0012,Electronics,221,85,84,48.7,Spring
03-01-2022,S002,P0013,Groceries,303,270,164,65.89,Summer
03-01-2022,S002,P0014,Groceries,298,233,143,20.37,Spring
03-01-2022,S002,P0015,Furniture,193,187,57,46.25,Spring
03-01-2022,S002,P0016,Electronics,205,39,147,71.74,Winter
03-01-2022,S002,P0017,Toys,427,234,195,20.57,Autumn
03-01-2022,S002,P0018,Clothing,365,213,106,29.88,Autumn
03-01-2022,S002,P0019,Clothing,111,55,163,73.98,Winter
03-01-2022,S002,P0020,Groceries,271,22,178,45.02,Spring
03-01-2022,S003,P0001,Clothing,134,100,185,82.88,Autumn
03-01-2022,S003,P0002,Groceries,405,353,74,17.36,Spring
03-01-2022,S003,P0003,Electronics,290,255,118,42.7,Autumn
03-01-2022,S003,P0004,Clothing,403,154,189,89.67,Autumn
03-01-2022,S003,P0005,Clothing,311,147,29,65.77,Spring
03-01-2022,S003,P0006,Electronics,448,342,112,95.74,Summer
03-01-2022,S003,P0007,Furniture,277,54,126,98.9,Summer
03-01-2022,S003,P0008,Toys,421,289,112,41.11,Summer
03-01-2022,S003,P0009,Toys,241,179,135,42.07,Winter
03-01-2022,S003,P0010,Furniture,186,175,75,95.89,Autumn
03-01-2022,S003,P0011,Clothing,413,209,86,84.12,Spring
03-01-2022,S003,P0012,Toys,112,109,46,71.21,Summer
03-01-2022,S003,P0013,Groceries,268,43,78,49.23,Spring
03-01-2022,S003,P0014,Toys,347,58,38,21.87,Autumn
03-01-2022,S003,P0015,Electronics,495,399,86,60.83,Spring
03-01-2022,S003,P0016,Clothing,324,95,145,56.78,Winter
03-01-2022,S003,P0017,Clothing,330,296,138,76.12,Spring
03-01-2022,S003,P0018,Electronics,297,105,66,98.9,Winter
03-01-2022,S003,P0019,Clothing,169,103,47,46.24,Autumn
03-01-2022,S003,P0020,Toys,257,131,103,16.35,Autumn
03-01-2022,S004,P0001,Groceries,175,66,140,83.63,Summer
03-01-2022,S004,P0002,Groceries,228,163,161,81.57,Winter
03-01-2022,S004,P0003,Clothing,188,98,176,44.68,Spring
03-01-2022,S004,P0004,Groceries,211,150,20,60.11,Summer
03-01-2022,S004,P0005,Furniture,149,15,60,24.63,Winter
03-01-2022,S004,P0006,Electronics,383,36,75,36.31,Autumn
03-01-2022,S004,P0007,Electronics,478,303,153,11.36,Autumn
03-01-2022,S004,P0008,Electronics,217,209,35,63.1,Winter
03-01-2022,S004,P0009,Electronics,73,69,65,30.82,Winter
03-01-2022,S004,P0010,Electronics,467,143,183,23.73,Winter
03-01-2022,S004,P0011,Clothing,353,239,44,29.49,Winter
03-01-2022,S004,P0012,Groceries,471,192,115,74.42,Autumn
03-01-2022,S004,P0013,Clothing,129,23,92,58.3,Autumn
03-01-2022,S004,P0014,Groceries,301,165,34,60.58,Winter
03-01-2022,S004,P0015,Groceries,423,85,73,73.48,Spring
03-01-2022,S004,P0016,Groceries,385,79,130,16.18,Spring
03-01-2022,S004,P0017,Toys,74,33,29,38.52,Spring
03-01-2022,S004,P0018,Electronics,467,270,108,46.93,Winter
03-01-2022,S004,P0019,Toys,140,1,47,80.41,Winter
03-01-2022,S004,P0020,Clothing,197,149,134,95.33,Winter
03-01-2022,S005,P0001,Groceries,159,3,145,36.3,Winter
03-01-2022,S005,P0002,Electronics,322,59,111,82.08,Spring
03-01-2022,S005,P0003,Groceries,106,15,101,46.4,Summer
03-01-2022,S005,P0004,Groceries,475,351,132,59.76,Spring
03-01-2022,S005,P0005,Groceries,83,66,57,60.35,Winter
03-01-2022,S005,P0006,Groceries,117,62,58,40.61,Autumn
03-01-2022,S005,P0007,Clothing,368,77,44,63.61,Winter
03-01-2022,S005,P0008,Electronics,207,177,154,97.09,Summer
03-01-2022,S005,P0009,Electronics,398,349,98,52.72,Winter
03-01-2022,S005,P0010,Groceries,476,74,25,14.41,Spring
03-01-2022,S005,P0011,Groceries,119,40,151,74.14,Winter
03-01-2022,S005,P0012,Toys,77,72,27,46.94,Winter
03-01-2022,S005,P0013,Toys,191,190,126,23.04,Autumn
03-01-2022,S005,P0014,Toys,419,263,189,28.02,Autumn
03-01-2022,S005,P0015,Toys,184,126,175,86.82,Autumn
03-01-2022,S005,P0016,Clothing,361,17,171,80.31,Spring
03-01-2022,S005,P0017,Toys,154,19,116,41.28,Spring
03-01-2022,S005,P0018,Toys,376,36,53,38.42,Winter
03-01-2022,S005,P0019,Toys,268,207,177,59.93,Autumn
03-01-2022,S005,P0020,Toys,451,91,193,66.76,Summer
04-01-2022,S001,P0001,Groceries,85,58,193,77.88,Winter
04-01-2022,S001,P0002,Electronics,91,91,142,88.22,Autumn
04-01-2022,S001,P0003,Toys,184,70,191,10.55,Winter
04-01-2022,S001,P0004,Electronics,209,0,123,44.81,Winter
04-01-2022,S001,P0005,Electronics,470,32,192,69.65,Spring
04-01-2022,S001,P0006,Clothing,127,8,84,53.35,Spring
04-01-2022,S001,P0007,Groceries,367,341,39,33.47,Spring
04-01-2022,S001,P0008,Electronics,404,347,183,61.1,Winter
04-01-2022,S001,P0009,Groceries,403,15,187,45.25,Summer
04-01-2022,S001,P0010,Toys,494,85,122,94.98,Autumn
04-01-2022,S001,P0011,Toys,421,30,33,24.21,Spring
04-01-2022,S001,P0012,Electronics,150,136,129,66.07,Winter
04-01-2022,S001,P0013,Toys,94,31,174,34.68,Winter
04-01-2022,S001,P0014,Clothing,77,7,76,98.28,Spring
04-01-2022,S001,P0015,Electronics,430,377,118,87.24,Spring
04-01-2022,S001,P0016,Groceries,168,28,32,93.4,Summer
04-01-2022,S001,P0017,Toys,353,348,36,53.02,Autumn
04-01-2022,S001,P0018,Groceries,380,258,66,58.54,Summer
04-01-2022,S001,P0019,Toys,127,41,191,63.29,Autumn
04-01-2022,S001,P0020,Electronics,153,49,139,10.93,Winter
04-01-2022,S002,P0001,Clothing,108,83,25,45.49,Spring
04-01-2022,S002,P0002,Furniture,109,60,172,52.33,Summer
04-01-2022,S002,P0003,Toys,493,448,113,41.55,Winter
04-01-2022,S002,P0004,Toys,289,11,21,58.13,Summer
04-01-2022,S002,P0005,Groceries,425,390,175,25.67,Spring
04-01-2022,S002,P0006,Clothing,118,81,139,33.96,Summer
04-01-2022,S002,P0007,Electronics,449,121,118,81.35,Spring
04-01-2022,S002,P0008,Groceries,184,44,152,57.34,Spring
04-01-2022,S002,P0009,Toys,239,88,31,50.36,Winter
04-01-2022,S002,P0010,Groceries,216,142,172,51.34,Autumn
04-01-2022,S002,P0011,Toys,291,48,69,13.09,Summer
04-01-2022,S002,P0012,Electronics,74,61,87,94.85,Winter
04-01-2022,S002,P0013,Electronics,429,140,180,16.47,Summer
04-01-2022,S002,P0014,Toys,467,390,188,82.15,Summer
04-01-2022,S002,P0015,Toys,121,91,197,61.13,Summer
04-01-2022,S002,P0016,Groceries,134,32,107,63.74,Winter
04-01-2022,S002,P0017,Electronics,152,60,92,66.78,Winter
04-01-2022,S002,P0018,Clothing,236,206,63,30.12,Winter
04-01-2022,S002,P0019,Groceries,253,108,36,31.26,Summer
04-01-2022,S002,P0020,Furniture,403,349,42,21.47,Winter
04-01-2022,S003,P0001,Furniture,335,271,147,81.01,Summer
04-01-2022,S003,P0002,Electronics,293,202,130,59.97,Spring
04-01-2022,S003,P0003,Toys,169,34,91,26.87,Summer
04-01-2022,S003,P0004,Clothing,294,165,43,99.12,Summer
04-01-2022,S003,P0005,Groceries,69,2,161,24.29,Summer
04-01-2022,S003,P0006,Electronics,328,308,113,18.48,Autumn
04-01-2022,S003,P0007,Toys,173,76,157,54.73,Spring
04-01-2022,S003,P0008,Toys,108,91,129,59.61,Summer
04-01-2022,S003,P0009,Furniture,494,113,84,14.64,Spring
04-01-2022,S003,P0010,Electronics,366,274,102,63.63,Winter
04-01-2022,S003,P0011,Toys,441,116,52,95.99,Autumn
04-01-2022,S003,P0012,Electronics,181,5,37,75.41,Summer
04-01-2022,S003,P0013,Furniture,330,115,116,24.19,Autumn
04-01-2022,S003,P0014,Clothing,228,79,158,85.33,Spring
04-01-2022,S003,P0015,Electronics,344,223,53,15.58,Winter
04-01-2022,S003,P0016,Furniture,336,258,175,19.63,Summer
04-01-2022,S003,P0017,Toys,355,236,26,53.81,Winter
04-01-2022,S003,P0018,Toys,431,309,165,37.49,Autumn
04-01-2022,S003,P0019,Groceries,172,32,160,38.2,Summer
04-01-2022,S003,P0020,Clothing,145,44,122,84.13,Winter
04-01-2022,S004,P0001,Furniture,487,145,149,20.39,Summer
04-01-2022,S004,P0002,Groceries,216,150,162,70.46,Summer
04-01-2022,S004,P0003,Toys,236,40,104,53.13,Spring
04-01-2022,S004,P0004,Toys,260,245,199,82,Winter
04-01-2022,S004,P0005,Furniture,435,241,160,75.55,Autumn
04-01-2022,S004,P0006,Groceries,499,138,175,50.26,Autumn
04-01-2022,S004,P0007,Clothing,180,152,102,56.58,Autumn
04-01-2022,S004,P0008,Furniture,128,12,85,37.17,Winter
04-01-2022,S004,P0009,Furniture,291,158,35,82.75,Winter
04-01-2022,S004,P0010,Clothing,444,265,187,23.53,Spring
04-01-2022,S004,P0011,Clothing,281,240,182,56.3,Spring
04-01-2022,S004,P0012,Toys,189,153,155,94.09,Spring
04-01-2022,S004,P0013,Groceries,80,68,48,24.53,Spring
04-01-2022,S004,P0014,Furniture,314,302,42,70.33,Autumn
04-01-2022,S004,P0015,Clothing,167,70,42,79.68,Spring
04-01-2022,S004,P0016,Groceries,129,92,73,25.69,Autumn
04-01-2022,S004,P0017,Clothing,425,275,160,25.04,Summer
04-01-2022,S004,P0018,Groceries,103,3,34,56.02,Winter
04-01-2022,S004,P0019,Groceries,471,307,143,31.39,Winter
04-01-2022,S004,P0020,Groceries,364,62,27,86.86,Spring
04-01-2022,S005,P0001,Furniture,383,195,175,21.71,Winter
04-01-2022,S005,P0002,Furniture,495,33,75,40.56,Winter
04-01-2022,S005,P0003,Toys,439,263,107,29.2,Winter
04-01-2022,S005,P0004,Toys,101,83,94,82.18,Summer
04-01-2022,S005,P0005,Toys,292,78,25,45.85,Autumn
04-01-2022,S005,P0006,Clothing,466,118,75,42.08,Summer
04-01-2022,S005,P0007,Clothing,175,147,130,51.22,Spring
04-01-2022,S005,P0008,Furniture,327,216,124,62.03,Summer
04-01-2022,S005,P0009,Groceries,194,27,43,36.53,Spring
04-01-2022,S005,P0010,Electronics,349,172,189,84.66,Winter
04-01-2022,S005,P0011,Toys,237,78,192,39.15,Autumn
04-01-2022,S005,P0012,Clothing,220,196,82,45.65,Summer
04-01-2022,S005,P0013,Groceries,86,75,153,40.27,Summer
04-01-2022,S005,P0014,Toys,334,11,179,82.99,Spring
04-01-2022,S005,P0015,Clothing,186,144,197,60.15,Summer
04-01-2022,S005,P0016,Electronics,288,200,180,15.19,Winter
04-01-2022,S005,P0017,Toys,460,256,107,37.46,Autumn
04-01-2022,S005,P0018,Groceries,482,118,168,34.44,Spring
04-01-2022,S005,P0019,Toys,278,244,24,84.99,Autumn
04-01-2022,S005,P0020,Furniture,128,54,139,81.63,Autumn
05-01-2022,S001,P0001,Groceries,238,147,37,28.46,Winter
05-01-2022,S001,P0002,Toys,270,220,165,79.54,Spring
05-01-2022,S001,P0003,Toys,216,97,198,80.57,Summer
05-01-2022,S001,P0004,Electronics,172,29,73,93.53,Autumn
05-01-2022,S001,P0005,Furniture,405,192,76,46.13,Spring
05-01-2022,S001,P0006,Toys,338,158,139,60.2,Winter
05-01-2022,S001,P0007,Groceries,409,8,143,53.65,Autumn
05-01-2022,S001,P0008,Electronics,102,42,23,59.2,Winter
05-01-2022,S001,P0009,Furniture,433,5,185,98.03,Spring
05-01-2022,S001,P0010,Furniture,288,93,169,32.6,Spring
05-01-2022,S001,P0011,Groceries,485,44,191,53.31,Spring
05-01-2022,S001,P0012,Electronics,414,78,91,93.96,Summer
05-01-2022,S001,P0013,Toys,370,57,24,83.3,Summer
05-01-2022,S001,P0014,Toys,233,161,171,12.66,Autumn
05-01-2022,S001,P0015,Toys,272,172,139,55.77,Winter
05-01-2022,S001,P0016,Groceries,189,132,196,30.15,Autumn
05-01-2022,S001,P0017,Electronics,120,46,156,63.75,Winter
05-01-2022,S001,P0018,Groceries,248,17,200,97.51,Spring
05-01-2022,S001,P0019,Electronics,492,38,167,49.8,Autumn
05-01-2022,S001,P0020,Toys,355,11,26,33.3,Winter
05-01-2022,S002,P0001,Furniture,250,161,70,56.24,Spring
